,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
186,"ONE HOUR til Launch!
Our #BigGiveChristmasChallenge kicks off at noon GMT TODAY!
Get in early to have your donations doubled!

https://t.co/aMKWOI4wcu 

#FinalCountdown #BigGive #ChristmasAppeal #GivingTuesday2022 #DoubleTrouble #Ghana #PayItForward #GetLocal https://t.co/1KgUb18POQ",one hour til launch our biggivechristmaschallenge kicks off at noon gmt today get in early to have your donations doubled finalcountdown biggive christmasappeal givingtuesday2022 doubletrouble ghana payitforward getlocal ,0.1,0.3,neutral,0.0,1.0,0.0,0.0,221,28
187,"Ghana edge out South Korea in gripping game - https://t.co/BV5P10YvwQ
https://t.co/IpZPevAOFd
#WorldCup2022 #Qatar2022 #Ghana #SouthKorea #Africa #Football #BlackStars https://t.co/pCEZ2DGgK7",ghana edge out south korea in gripping game worldcup2022 qatar2022 ghana southkorea africa football blackstars ,0.04999999999999999,0.7,neutral,0.0,1.0,0.0,0.0,111,15
188,"FULL BLOG ON OUR WEBSITE. LINK IN BIO.

We try, but most of us still end up experiencing a rushed and stressful morning. Nevertheless, one step that we would never recommend you to skip is your morning skincare routine. 
.
.
.
#sheabutter #skincare #africa #ghana #beauty https://t.co/60A72hFkvI",full blog on our website link in bio we try but most of us still end up experiencing rushed and stressful morning nevertheless one step that we would never recommend you to skip is your morning skincare routine sheabutter skincare africa ghana beauty ,0.425,0.525,negative,0.136,0.765,0.099,-0.2299,251,43
189,"""#Ghana is the second HIGHEST receiver of remittances in sub-Saharan Afric after #Nigeria.""

Mawutor of Tap Tap Send is on a mission to move volumes of Capital to Ghana and Africa 
#fintech #techingh10 #iblitz https://t.co/CJf6vRp2Nm", ghana is the second highest receiver of remittances in sub saharan afric after nigeria mawutor of tap tap send is on mission to move volumes of capital to ghana and africa fintech techingh10 iblitz ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,199,34
190,"#Ghana: Omanhene, MP Vow to Prevent Mining in Area https://t.co/M0QJRlmuf7", ghana omanhene mp vow to prevent mining in area ,0.0,0.0,neutral,0.0,0.879,0.121,0.0258,49,9
191,"I wouldn't mind cuddles from you , you know?
#FIFAWorldCupQatar2022 #FeelTheBarn #Qatar2022 
#presale $METRO #realestatenft #Ghana, #BlackStars https://t.co/2WW5tdJ5o8",i wouldn mind cuddles from you you know fifaworldcupqatar2022 feelthebarn qatar2022 presale metro realestatenft ghana blackstars ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,129,16
192,"A stress free delivery is possible
with Intercity Parcel Express.

Just send us a dm with the pick up and drop off
location and we will get the item to your door steps.

Contact us on: 0544246406

BETTER THAN YAANOM

delivery papa no aba!

 #betterthanyaanom
#ghana #cedi #accra https://t.co/SDEnLTe0e0",a stress free delivery is possible with intercity parcel express just send us dm with the pick up and drop off location and we will get the item to your door steps contact us on 0544246406 better than yaanom delivery papa no aba betterthanyaanom ghana cedi accra ,0.3,0.7666666666666666,neutral,0.131,0.755,0.114,0.0258,263,47
193,"I wat to try @Machankura8333 and document the experience.

I will send 10k sats to someone in one of these african countries: #Ghana, #Kenya, #Malawi, #Nigeria, #Namibia, #Uganda, #Zambia...

DM with proof of location or refer me someone living there.

RT appreciatted. #Bitcoin https://t.co/E1BfkcZ3sZ",i wat to try and document the experience will send 10k sats to someone in one of these african countries ghana kenya malawi nigeria namibia uganda zambia dm with proof of location or refer me someone living there rt appreciatted bitcoin ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,237,41
194,"Happy birthday  @ZigiLawrence 🔥 
Keep being great! 

#ghanablackstars #Ghana #WorldCup2022 #Quatar2022",happy birthday keep being great ghanablackstars ghana worldcup2022 quatar2022,0.8,0.875,positive,0.0,0.473,0.527,0.8316,77,9
195,Government urged to exempt health professionals from public sector employment freeze | read more https://t.co/XGVBiz2cDF #health #ghana #ghanamednews https://t.co/aEG1vQv3fo,government urged to exempt health professionals from public sector employment freeze read more health ghana ghanamednews ,0.25,0.2833333333333333,positive,0.0,0.843,0.157,0.1531,121,16
196,"Am ready to be a #web3 #gaming #Ambassador in #ghana 🇬🇭 Who's ready to make me their first brand ambassador here. Spread and open the doors for the #blockchain scene
@acegamers001 @The_ProdigyHub @GunStar_io @Sie_Sie0307 @Metaverse_HQ @blockchain @BinanceAfrica @GameFi_Official https://t.co/IKeuoIppaL",am ready to be web3 gaming ambassador in ghana who ready to make me their first brand ambassador here spread and open the doors for the blockchain scene prodigyhub io sie0307 hq official ,0.1625,0.4583333333333333,positive,0.0,0.861,0.139,0.6124,187,33
197,#JordanAyew's trolling of #CPFC fans is epic. In a Palace shirt he couldn't put a cross in the box if he was in a polling booth but in a #Ghana shirt he turns into prime #Beckham, jordanayew trolling of cpfc fans is epic in palace shirt he couldn put cross in the box if he was in polling booth but in ghana shirt he turns into prime beckham,0.05,0.2,neutral,0.0,1.0,0.0,0.0,162,32
198,"Exclusive: German Bundesliga giants @FCBayernEN are hoping to sign #Ghana 🇬🇭star Mohammed Kudus
https://t.co/iRR0FpcWDT https://t.co/lvV0v4xDsM",exclusive german bundesliga giants are hoping to sign ghana star mohammed kudus ,0.0,0.0,positive,0.0,0.699,0.301,0.5106,80,12
199,"A Point-Of-Sale Software Saves You More Than It Costs💰💻🔌

☎️ 0244 075 168

#dottedlanegh #possoftwares #webdesigner #ghana #business https://t.co/edGPlmfTzD",a point of sale software saves you more than it costs 0244 075 168 dottedlanegh possoftwares webdesigner ghana business ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,120,19
200,"Happy 26th birthday to the man who made 4 crucial saves to keep #Ghana in the game.🇬🇭 🎂

More life to you goalkeeper #atizigi 🎉💜 

#FIFAWorldCupQatar2022 #Qatar2022 https://t.co/CFH2LkgoE2",happy 26th birthday to the man who made 4 crucial saves to keep ghana in the game more life to you goalkeeper atizigi fifaworldcupqatar2022 qatar2022 ,0.225,0.725,positive,0.0,0.861,0.139,0.5719,150,25
201,Family is the most important thing #ghana #WorldcupQatar2022 https://t.co/92WW0ZbEg8,family is the most important thing ghana worldcupqatar2022 ,0.45,0.75,positive,0.0,0.77,0.23,0.2716,59,8
202,Zigi #Ghana had a saving percent of 67% in yesterdays game against #Korearepublic. He faced 21 shots,zigi ghana had saving percent of 67 in yesterdays game against korearepublic he faced 21 shots,-0.4,0.4,neutral,0.0,1.0,0.0,0.0,94,16
203,"⚽️ | TRANSFERS: Kudus➡️Real Madrid❓

BREAKING: Real Madrid are keeping tabs on Ghanaian sensation Mohammed Kudus (22). The Ajax midfielder has been in fine form for club and country, including scoring a brace against South Korea this week. 
#Ghana #Ajax #RealMadrid https://t.co/Fz485I5Qwz", transfers kudus real madrid breaking real madrid are keeping tabs on ghanaian sensation mohammed kudus 22 the ajax midfielder has been in fine form for club and country including scoring brace against south korea this week ghana ajax realmadrid ,0.2722222222222222,0.3666666666666667,positive,0.0,0.955,0.045,0.2023,246,39
204,"Join @AfricanLM at the Africa Energy Forum &amp; Infrastructure Forum &amp; Awards - #AEI2022 at Movenpick Ambassador Hotel Accra #Ghana on Dec. 05, 2022
Click here to reg FREE https://t.co/s1T6tAaV7m

Meet the speaker - Hon @FredaPrempehGh #Ghana Minister of State, @mwh_ghana.
#AEI22 https://t.co/FJ4gFBHTLW",join at the africa energy forum amp infrastructure forum amp awards aei2022 at movenpick ambassador hotel accra ghana on dec 05 2022 click here to reg free meet the speaker hon ghana minister of state ghana aei22 ,0.4,0.8,positive,0.0,0.757,0.243,0.8625,213,37
205,"PRAY FOR ME is out everywhere🔥🔥Go stream OA!

#KashmirFiles #aespa #Ghana #Trending #TrendingNow #trendingvideos #ghtwitter https://t.co/SRXsUKNxNk",pray for me is out everywhere go stream oa kashmirfiles aespa ghana trending trendingnow trendingvideos ghtwitter ,0.0,0.0,positive,0.0,0.867,0.133,0.3182,114,16
206,Pope Francis' telegram following the death of Cardinal Richard Baawobr of #Ghana: https://t.co/gebjJ35SQu,pope francis telegram following the death of cardinal richard baawobr of ghana ,0.0,0.1,negative,0.262,0.738,0.0,-0.5994,79,12
207,"Yo @KwekuFlick  you dropped a banger 🔥🔥🔥🇬🇭🇬🇭🇬🇭 and in @kwadwosheldon 's voice, Kudus Deyyyyy... Ebe Kudus Game 🎯🇬🇭

#ghana #BlackStars https://t.co/SkAQnR7nLU",yo you dropped banger and in voice kudus deyyyyy ebe kudus game ghana blackstars ,-0.4,0.4,neutral,0.0,1.0,0.0,0.0,81,14
208,"THIS IS THE FLAG 🇬🇭

BLACK STAR Of HOPE And HONOUR
#ShashaMarley #Ghana #GhanaBlackStars
#FifaWorldCup https://t.co/5j03b9oOxO",this is the flag black star of hope and honour shashamarley ghana ghanablackstars fifaworldcup ,-0.16666666666666666,0.43333333333333335,positive,0.0,0.645,0.355,0.765,95,14
209,"“Kudus, YES” South Korea vs Ghana with Daniel Mann and Andy Townsend 

#qatar2022 #worldcup2022 #worldcup #youngnoblecommentary #southkorea #ghana https://t.co/kZhmKP1V4o", kudus yes south korea vs ghana with daniel mann and andy townsend qatar2022 worldcup2022 worldcup youngnoblecommentary southkorea ghana ,0.0,0.0,positive,0.0,0.863,0.137,0.4019,137,18
210,"Just the right music makes any day better! Something just like this!💃🏽
Zed Meets Ghana!🇿🇲🤝🇬🇭
Stay Tuned!💚
@tseanbaila 
@Camidoh 
@stonebwoy 
#ZedMeetsGhana 
#ZambianMusic 
#Ghana
#MozotvAfrica https://t.co/jMQ8dSjHHE",just the right music makes any day better something just like this zed meets ghana stay tuned zedmeetsghana zambianmusic ghana mozotvafrica ,0.39285714285714285,0.5178571428571428,positive,0.0,0.779,0.221,0.6597,140,21
211,"Germany 2006 - Group E:

#Ghana, #Italy, #CzechRepublic and #USA could all qualify, however, Italy defeated the Czech Republic to eliminate them, while Ghana' win over the USA saw them qualify in their debut competition! https://t.co/679sQn5fbN",germany 2006 group ghana italy czechrepublic and usa could all qualify however italy defeated the czech republic to eliminate them while ghana win over the usa saw them qualify in their debut competition ,0.8,0.4,positive,0.082,0.818,0.1,0.1779,204,33
212,"🇬🇭#Ghana: @SRtoxics will visit the country from 30 November to 13 December 2022 to assess the human rights situation in relation to toxics and hazardous substances.
👉https://t.co/kV18kbZYL9 https://t.co/pISIjnfsZM", ghana will visit the country from 30 november to 13 december 2022 to assess the human rights situation in relation to toxics and hazardous substances ,0.3,0.5,neutral,0.0,1.0,0.0,0.0,151,25
213,"It's an all Swesco Wedding! 🤩🤩

Congratulations to Piesie Eric Kwabena Agyekum and Piesie Adriana Quarshie who are tying the knot this Saturday, December 3, 2022, at the Mercy Throne Ministries Int. in Tema.

We wish them all the best in their marriage! 👫

#SemperCum #Ghana https://t.co/486Y5TT3pM",it an all swesco wedding congratulations to piesie eric kwabena agyekum and piesie adriana quarshie who are tying the knot this saturday december 3 2022 at the mercy throne ministries int in tema we wish them all the best in their marriage sempercum ghana ,1.0,0.3,positive,0.0,0.746,0.254,0.9231,256,44
214,"Ghana vs Uruguay Live Stream,

⚽️Next Match🔥

🆚Ghana vs Uruguay
🗓️Friday, December 2, 2022
⏰Kick Off 3:00 PM, GMT
🏟️Al Janoub Stadium, Al Wakrah, Qatar
🏆FIFA World Cup 2022

#Ghana #FIFAWorldCupQatar2022
#Qatar2022 #ghanablackstars #Uruguay https://t.co/TrO0m4Fk34",ghana vs uruguay live stream next match ghana vs uruguay friday december 2 2022 kick off 3 00 pm gmt al janoub stadium al wakrah qatar fifa world cup 2022 ghana fifaworldcupqatar2022 qatar2022 ghanablackstars uruguay ,0.06818181818181818,0.25,neutral,0.0,1.0,0.0,0.0,217,35
215,#Ghana’s anti-LGBTQ bill sparks spike in “legally sanctioned” extortion https://t.co/W9V0shDtkK, ghana anti lgbtq bill sparks spike in legally sanctioned extortion ,0.2,0.2,negative,0.197,0.684,0.12,-0.2263,68,10
216,"World Cup 2022: Ghana Defeat South Korea In Five-Goal Thriller
https://t.co/oeSJncsBGf 

#RhythmSportsNews #FIFAWorldCup #Qatar2022 #Ghana #SouthKorea https://t.co/msScGZbhlh",world cup 2022 ghana defeat south korea in five goal thriller rhythmsportsnews fifaworldcup qatar2022 ghana southkorea ,0.0,0.0,negative,0.163,0.761,0.076,-0.3818,119,16
217,"Kwame Akoto-Bamfo🇬🇭 
is a Ghanaian artist 🌈creating thought-provoking sculptures🗽 that tell the African story.

#Africa #Ghana #History #AskAMan #Sculpture  #art  #slavery",kwame akoto bamfo is ghanaian artist creating thought provoking sculptures that tell the african story africa ghana history askaman sculpture art slavery,0.0,0.0,negative,0.237,0.683,0.079,-0.6597,153,22
218,"Cardinal Richard Kuuia Baawobr of Wa, Ghana, who had been recovering in Rome hospitals since he underwent heart surgery in September, dies in Rome at the age of 63.
Read more… https://t.co/126siXhT3E #Ghana #Rome #PopeFrancis",cardinal richard kuuia baawobr of wa ghana who had been recovering in rome hospitals since he underwent heart surgery in september dies in rome at the age of 63 read more ghana rome popefrancis,0.5,0.5,neutral,0.0,1.0,0.0,0.0,193,34
219,"Cardinal Richard Kuuia Baawobr of Wa, Ghana, who had been recovering in Rome hospitals since he underwent heart surgery in September, dies in Rome at the age of 63.
Read more… https://t.co/gedH8dZbL0 #Ghana #Rome #PopeFrancis",cardinal richard kuuia baawobr of wa ghana who had been recovering in rome hospitals since he underwent heart surgery in september dies in rome at the age of 63 read more ghana rome popefrancis,0.5,0.5,neutral,0.0,1.0,0.0,0.0,193,34
220,@NAkufoAddo Ghana nurse’s and midwife’s security matters. NSS boss must be sacked! #JoyNews #TV3NewDay #UTV #Ghana https://t.co/D5RFcBAhYM, ghana nurse and midwife security matters nss boss must be sacked joynews tv3newday utv ghana ,0.0,0.0,positive,0.0,0.788,0.212,0.3612,94,15
221,"However, if 🇵🇹 loses by even 2goals to 🇰🇷 and 🇬🇭 scores 🇺🇾  3-0. We gonna top the table with goal difference of 1 and escape 🇧🇷 #Kudus #Dede #Thomas @mygtvsports @tv3_ghana #Ghana",however if loses by even 2goals to and scores 3 0 we gonna top the table with goal difference of 1 and escape kudus dede thomas ghana ghana,0.1,0.3,positive,0.083,0.791,0.126,0.0516,139,28
222,That 10 minutes…..#BlackStars #Ghana #WorldCup2022 #QatarWorldCup2022,that 10 minutes blackstars ghana worldcup2022 qatarworldcup2022,0.0,0.0,neutral,0.0,1.0,0.0,0.0,63,7
223,"Join me live now for some forex trading! 

#GBPUSD #GBPJPY #EURUSD #forexsignals #forextrading #EURGBP #AUDNZD #Gold 
#USD #GBP #Bitcoin #WTI #Doge #Nigeria #Kenya #Zambia #Ghana #SHIB #crypto #Australia #MAFX

https://t.co/gGOthzk2nO",join me live now for some forex trading gbpusd gbpjpy eurusd forexsignals forextrading eurgbp audnzd gold usd gbp bitcoin wti doge nigeria kenya zambia ghana shib crypto australia mafx ,0.13636363636363635,0.5,positive,0.0,0.927,0.073,0.296,185,29
224,"FIFA World Cup 2022- Day 9 Updates

Stay tuned for more!

@VidboardA 

#fifaworldcup2022 #fifaworldcupqatar2022 #football #footballnewsupdate #switzerland #spain #germany #cameroo #serbia #southkorea #ghana https://t.co/cebXS0lAmM",fifa world cup 2022 day 9 updates stay tuned for more fifaworldcup2022 fifaworldcupqatar2022 football footballnewsupdate switzerland spain germany cameroo serbia southkorea ghana ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,179,22
225,"Today's #teamtalk on digital marketing. To learn more contact us via our website https://t.co/Aq0TjVS709
#askAMENA #africa #ghana #nigeria #southafrica #kenya 
#Infrastructure #investment #sustainability #business #opportunities #markets #money #technology #money https://t.co/VrQQmy5Lfi",today teamtalk on digital marketing to learn more contact us via our website askamena africa ghana nigeria southafrica kenya infrastructure investment sustainability business opportunities markets money technology money ,0.25,0.25,positive,0.0,0.912,0.088,0.3818,220,28
226,The latest The Barcamp Ghana Daily! https://t.co/CARxiAT8U1 Thanks to @ghananewsaidcom #ghana #business,the latest the barcamp ghana daily thanks to ghana business,0.2333333333333333,0.3666666666666667,positive,0.0,0.756,0.244,0.4404,59,10
227,"We assist Companies globally to deal with their payroll, taxes and immigration support through our Employer of Record services (EOR). Enjoy our worry-free solutions that scale with your growth. #GHANA #NIGERIA #IVORYCOAST #WESTAFRICA #AFRICA https://t.co/E1oXEjuqdT",we assist companies globally to deal with their payroll taxes and immigration support through our employer of record services eor enjoy our worry free solutions that scale with your growth ghana nigeria ivorycoast westafrica africa ,0.26666666666666666,0.43333333333333335,positive,0.064,0.639,0.297,0.8625,232,35
228,"FIFA World Cup 2022- Day 9 Updates

Stay tuned for more!

#fifaworldcup2022 #fifaworldcupqatar2022 #football #footballnewsupdate #switzerland #spain #germany #cameroo #serbia #southkorea #ghana https://t.co/HcbPjQXDmh",fifa world cup 2022 day 9 updates stay tuned for more fifaworldcup2022 fifaworldcupqatar2022 football footballnewsupdate switzerland spain germany cameroo serbia southkorea ghana ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,179,22
229,"Despite al de hatred from their government &amp;their men, Motherland will always b my second home here in Africa... !🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭

#ghanablackstars #Ghana #Nigeria ❤🦅⚓ https://t.co/ueSgR5nFpk",despite al de hatred from their government amp their men motherland will always my second home here in africa ghanablackstars ghana nigeria ,0.0,0.0,positive,0.0,0.862,0.138,0.5216,140,22
230,This TikTok is goated 😂 #Ghana #Uruguay #Suarez #WorldCup https://t.co/SGDyiRPuoU,this tiktok is goated ghana uruguay suarez worldcup ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,52,8
231,"We would like to invite you to GCB Capital’s Take, a webinar crafted to digest the 2023 budget and how it relates to the investment market and it’s effect on you. 

It’s happening via Zoom tomorrow November 30, 2022 at 10am 

Can’t wait to have you join. 
#2023bugdet #ghana #GCL",we would like to invite you to gcb capital take webinar crafted to digest the 2023 budget and how it relates to the investment market and it effect on you it happening via zoom tomorrow november 30 2022 at 10am can wait to have you join 2023bugdet ghana gcl,0.0,0.0,positive,0.0,0.88,0.12,0.6486,257,49
232,Ghana shall have its revenge on friday 💪🏾. #ghana #Uruguay  #WorldCup2022,ghana shall have its revenge on friday ghana uruguay worldcup2022,0.0,0.0,negative,0.274,0.726,0.0,-0.5267,65,10
233,PARTNERSHIPS by Shareholding #partnership #crowdfunding #Capital #fundraising #startups #Ghana https://t.co/EdiLAZSdrh,partnerships by shareholding partnership crowdfunding capital fundraising startups ghana ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,89,9
234,"Content analysis:
This article scores 60/100. The complete report can be viewed here: https://t.co/kDKALY09NL
(I'm a bot)

#JoyNews #Qatar #Ghana https://t.co/Ynxb7Ojiri",content analysis this article scores 60 100 the complete report can be viewed here m bot joynews qatar ghana ,0.1,0.4,neutral,0.0,1.0,0.0,0.0,109,19
235,"Just arrived in time for Tech in Ghana conference in Accra, hosted by AB2020 UK/Ghana 

#techingh10 #ghana #accra #tech #techecosystem https://t.co/pvtgOomHan",just arrived in time for tech in ghana conference in accra hosted by ab2020 uk ghana techingh10 ghana accra tech techecosystem ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,127,21
236,"@johnvanlottum 
Alex Pastoor 
Henry Robben 

always
the truth prevails

#kudus #ghana @okinyo https://t.co/sCmPH2FEKb", alex pastoor henry robben always the truth prevails kudus ghana ,0.0,0.0,positive,0.0,0.796,0.204,0.3182,65,10
237,"31 passes leading up to that 2nd Goal from Team #Ghana🇬🇭  but no one is talking about it. 

Patient build up",31 passes leading up to that 2nd goal from team ghana but no one is talking about it patient build up,0.0,0.0,negative,0.123,0.877,0.0,-0.4215,101,21
238,"A safe environment is essential for sharing! Eighty percent (80%) of #ASK4GirlsClub participants from Yawbrefo, #Ghana feel very comfortable discussing sex-related issues in workshops. https://t.co/X0G8ZCtyTm",a safe environment is essential for sharing eighty percent 80 of ask4girlsclub participants from yawbrefo ghana feel very comfortable discussing sex related issues in workshops ,0.255,0.55,positive,0.0,0.693,0.307,0.8516,177,25
239,"Special Report: Under mounting scrutiny, #Ghana's economic team contradicts on policy | More @ https://t.co/rGFtMSgitZ - https://t.co/woqFGaqqqw

#Bawumia #OforiAtta #debtrestructuring #gold #mining #forex #BOG #PangeaRisk https://t.co/eaCejVB38d",special report under mounting scrutiny ghana economic team contradicts on policy more bawumia oforiatta debtrestructuring gold mining forex bog pangearisk ,0.3523809523809524,0.4238095238095238,positive,0.104,0.779,0.117,0.0772,155,20
240,Looking forward to seeing you all. @UNICEFEducation @JointSDGFund @MastercardFdn #futureofwork #MAMA2022 #Ghana https://t.co/yMX1fKIrQt,looking forward to seeing you all futureofwork mama2022 ghana ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,62,9
241,"BREAKING: #BNNGhana Reports. 

According to the Bank of Ghana (BoG), the country's public debt stock (excluding overdrafts, SOEs, and SPVs) was GH¢467.4 billion as of September 30, 2022. #Ghana #economy https://t.co/smK3KkPEqq",breaking bnnghana reports according to the bank of ghana bog the country public debt stock excluding overdrafts soes and spvs was gh 467 4 billion as of september 30 2022 ghana economy ,0.0,0.06666666666666667,negative,0.077,0.923,0.0,-0.3612,185,32
242,”Our blood stock is currently down”- National Blood Service | more here https://t.co/rkGtb62tot #health #ghana #ghanamednews https://t.co/ozFeng0Ywj, our blood stock is currently down national blood service more here health ghana ghanamednews ,0.17222222222222222,0.3944444444444445,neutral,0.0,1.0,0.0,0.0,94,14
243,"Smoke Detectors are on sale at very affordable prices. 

Call us for more enquires on 0263-721-936, 055-845-8337

#Utility #Products #SmokeDetector #Industrial #Retail #Wholesale #FireHydrants #Safety #GhanaProjects #Ghanaians #Accra #Takoradi #Ghana https://t.co/hUvLwJqRAD",smoke detectors are on sale at very affordable prices call us for more enquires on 0263 721 936 055 845 8337 utility products smokedetector industrial retail wholesale firehydrants safety ghanaprojects ghanaians accra takoradi ghana ,0.35,0.4,positive,0.0,0.922,0.078,0.4215,233,34
244,"RT @_scentcare: There’s something we have with #dove #soap 🧼😍

🏷️ Ghc20 - 2000fr CFA 
🛒 Add us to your cart via DM 
✈️📦 Worldwide shipping at a cost 
📞 +233 246274290

#TrendingNow #Trending #Accra #Ghana #ghanablackstars #Togo #FIFAWorldCupQatar… https://t.co/12hXCnsawh",rt scentcare there something we have with dove soap ghc20 2000fr cfa add us to your cart via dm worldwide shipping at cost 233 246274290 trendingnow trending accra ghana ghanablackstars togo fifaworldcupqatar ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,209,32
245,"…happy birthday sir, @JDMahama. 
God’s purpose for you in this world/Ghana hasn’t finished yet.
You’ll transform #Ghana.. https://t.co/PR9VexB60S", happy birthday sir god purpose for you in this world ghana hasn finished yet you ll transform ghana ,0.8,1.0,positive,0.0,0.734,0.266,0.7003,101,18
246,"It is just Six Days to the much Anticipated Annual Thanksgiving Service week.💃🥳🕺🔥

Let us all come together as one to Celebrate God's Goodness from the 5th to the 9th of December 2022.

#Jospong #SSGL #GoodGod #Ghana https://t.co/9hA1SiLpxk",it is just six days to the much anticipated annual thanksgiving service week let us all come together as one to celebrate god goodness from the 5th to the 9th of december 2022 jospong ssgl goodgod ghana ,0.2,0.2,positive,0.0,0.794,0.206,0.8316,203,37
247,@EmmahArmstrong @WorldCupEN Fortune &amp; Misfortune. #Ghana will be beaten by #Uruguay. #WorldCup2022, fortune amp misfortune ghana will be beaten by uruguay worldcup2022,0.0,0.0,negative,0.237,0.763,0.0,-0.4215,68,10
248,"#Ghana in talks with Dubai refiner to barter #gold for #fuel 

https://t.co/98F5PnMm32", ghana in talks with dubai refiner to barter gold for fuel ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,59,11
249,"On today’s EB Myth Busters, we delve into the myth “Entrepreneurship is Genetic”.

Let’s find out more details in the video.

#ebmythbuster #enterprisebureau #startups #funding #startupecosystem #africa #entrepreneurship #scaleup #africa #ghana #business #growth #enterprises https://t.co/GRPEBcJcSm",on today eb myth busters we delve into the myth entrepreneurship is genetic let find out more details in the video ebmythbuster enterprisebureau startups funding startupecosystem africa entrepreneurship scaleup africa ghana business growth enterprises ,0.5,0.5,positive,0.0,0.927,0.073,0.3818,252,34
250,"@sarkodie with the orchestra 🎻 vibes!!!

#ghana #accra #vcmedialive https://t.co/CYBKq4U0Yl", with the orchestra vibes ghana accra vcmedialive ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,50,7
251,"Some African teams at the 2022 FIFA World Cup have exceeded expectations while some have struggled. Enjoy our review on how Africa’s flag bearers have performed so far 
https://t.co/2vtb0soQkM

#Qatar2022 #FIFAWorldCupQatar2022 #Senegal #Cameroon #Tunisia #Morocco #Ghana #Africa",some african teams at the 2022 fifa world cup have exceeded expectations while some have struggled enjoy our review on how africa flag bearers have performed so far qatar2022 fifaworldcupqatar2022 senegal cameroon tunisia morocco ghana africa,0.16666666666666666,0.5,positive,0.061,0.859,0.081,0.2023,242,36
252,"From November 28 #Qatar2022 matches;

#cameroon🇨🇲 3-3 #serbia🇷🇸 
#southkorea🇰🇷 2-3 #ghana
#brazil🇧🇷 1-0 #switzerland🇨🇭 
#portugal🇵🇹 2-0 #uruguay🇺🇾 

Action continues today in #FIFAWorldCup 

#naijaloveinfosports #naijaloveinfo #football #Qatarworldcup2022 #FIFAWorldCupQatar2022 https://t.co/ioPGRXCZw2",from november 28 qatar2022 matches cameroon 3 3 serbia southkorea 2 3 ghana brazil 1 0 switzerland portugal 2 0 uruguay action continues today in fifaworldcup naijaloveinfosports naijaloveinfo football qatarworldcup2022 fifaworldcupqatar2022 ,0.1,0.1,neutral,0.0,1.0,0.0,0.0,242,31
253,Best Ghana Lotto Prediction App https://t.co/rjFStG8V0v #NLA #Ghana #Lottery #App #Android9+,best ghana lotto prediction app nla ghana lottery app android9 ,1.0,0.3,positive,0.0,0.682,0.318,0.6369,63,10
254,Feels like MTN is fearing a Nigerian-style multibillion-dollar-fine and acting fast to disconnect unregistered SIM cards in #Ghana https://t.co/N9XQTA80o9,feels like mtn is fearing nigerian style multibillion dollar fine and acting fast to disconnect unregistered sim cards in ghana ,0.20555555555555557,0.3666666666666667,negative,0.148,0.68,0.172,-0.1027,128,20
255,Goldcost! Sikaman! Gold cost!! #Ghana #ghanavssouthkorea 🇬🇭 phew that was a narrow escape. Kudos to Ghana. #ghanablackstars,goldcost sikaman gold cost ghana ghanavssouthkorea phew that was narrow escape kudos to ghana ghanablackstars,-0.2,0.4,positive,0.0,0.722,0.278,0.6124,109,15
256,"Qualys Certification and #Training Center @qualys One of leading providers of #cloud, compliance and #security is offering #free training courses with up-to-date hands-on labs featuring the latest Qualys Suite features and best practices. Join Below
https://t.co/OpOte0dwe1
#Ghana",qualys certification and training center one of leading providers of cloud compliance and security is offering free training courses with up to date hands on labs featuring the latest qualys suite features and best practices join below ghana,0.45,0.525,positive,0.0,0.738,0.262,0.9022,241,38
257,"When the energy is contagious you can only tap into it and let it flow through

Venue : At Poryto's Lounge (Behind Papaye - Next To Beijing Clinic , Osu )

#RegalFC #MatchFresh #RaiseTheGame #porkytos  #ballantinesgh #Ghana #Accra #Kumasi #Ghanaian https://t.co/P66GErMqC2",when the energy is contagious you can only tap into it and let it flow through venue at poryto lounge behind papaye next to beijing clinic osu regalfc matchfresh raisethegame porkytos ballantinesgh ghana accra kumasi ghanaian ,-0.13333333333333333,0.5666666666666667,negative,0.062,0.883,0.055,-0.0772,226,36
258,"Content analysis:
This article scores 67/100. The complete report can be viewed here: https://t.co/66BzaPY8CQ
(I'm a bot)

#AMShow #Portugal #Ghana https://t.co/pWVlUImQ5R",content analysis this article scores 67 100 the complete report can be viewed here m bot amshow portugal ghana ,0.1,0.4,neutral,0.0,1.0,0.0,0.0,111,19
259,😂🤣🤣 .. all love bro #ghana❤️ https://t.co/O9ct2OJkrA, all love bro ghana ,0.5,0.6,positive,0.0,0.417,0.583,0.6369,20,4
